SINGLES_COUNTRY_UND_JAZZ;S;JONES, TOM;Ten Guitars;B;68;CountryPop;
SINGLES_COUNTRY_UND_JAZZ;S;JUST  US;I Can Save You;B;66;BubbleGum;
SINGLES_COUNTRY_UND_JAZZ;S;JUST  US;I Can't Grow Peaches On A Cherry Tree;A;66;BubbleGum;
SINGLES_COUNTRY_UND_JAZZ;S;KING, CLAUDE;Little Bitty Heart;B;;Country;
SINGLES_COUNTRY_UND_JAZZ;S;KING, CLAUDE;Wolverton Mountain;A;;Country;
SINGLES_COUNTRY_UND_JAZZ;S;KINGSTON TRIO, The;Ruby Red;B;58;FolkPop;
SINGLES_COUNTRY_UND_JAZZ;S;KINGSTON TRIO, The;Tom Dooley;A;58;FolkPop;
SINGLES_COUNTRY_UND_JAZZ;S;KRAN, ERIC   DIXIELAND PIPERS;Ach wär' ich bei Mutter...;B;;Dixie;
SINGLES_COUNTRY_UND_JAZZ;S;KRAN, ERIC   DIXIELAND PIPERS;Hello, Mary – Lou;A;;Dixie;
SINGLES_COUNTRY_UND_JAZZ;S;LAINE, FRANKIE;Gunfight At the O.K. Corral;B;58;CountryPop;
SINGLES_COUNTRY_UND_JAZZ;S;LAINE, FRANKIE;High Noon;A;58;CountryPop;
SINGLES_COUNTRY_UND_JAZZ;S;LEE, DICKEY;More Or Less;A;65?;Country;
SINGLES_COUNTRY_UND_JAZZ;S;LEE, DICKEY;Patches;B;65?;Country;
SINGLES_COUNTRY_UND_JAZZ;S;LEE, PEGGY;Johnny Guitar;A;55;Jazz;
SINGLES_COUNTRY_UND_JAZZ;S;LEE, PEGGY;Let Me Go, Lover;B;55;Jazz;
SINGLES_COUNTRY_UND_JAZZ;S;LIGHTTOWN SKIFFLE GROUP, THE;Komm Doch Zurück;A;61;Skiffle;
SINGLES_COUNTRY_UND_JAZZ;S;LIGHTTOWN SKIFFLE GROUP, THE;Trula, Oi Trula;B;61;Skiffle;
SINGLES_COUNTRY_UND_JAZZ;S;LOCKLIN, HANK;Happy Journey;A;62;Country;
SINGLES_COUNTRY_UND_JAZZ;S;LOCKLIN, HANK;I Need You Now  ;B;62;Country;
SINGLES_COUNTRY_UND_JAZZ;S;LOCKLIN, HANK;Please Help Me I'm Falling;A;60;Country;
SINGLES_COUNTRY_UND_JAZZ;S;LOCKLIN, HANK;Send Me The Pillow At Night;B;67;Country;
SINGLES_COUNTRY_UND_JAZZ;S;LOUDERMILK, JOHN D.;Angela Jones;A;62;Country;
SINGLES_COUNTRY_UND_JAZZ;S;LOUDERMILK, JOHN D.;Road Hog;B;62;Country;
SINGLES_COUNTRY_UND_JAZZ;S;MARTIN, DEAN;My Rifle, My Pony And Me;B;59;CountryPop;
SINGLES_COUNTRY_UND_JAZZ;S;MARTIN, DEAN;Rio Bravo;A;59;CountryPop;
SINGLES_COUNTRY_UND_JAZZ;S;MARVIN, LEE;Wand'rin  Star;A;69;Film;ME
SINGLES_COUNTRY_UND_JAZZ;S;MILLER, GLENN;American Patrol;B;;Swing;
SINGLES_COUNTRY_UND_JAZZ;S;MILLER, GLENN;American Patrol  ;A;;Swing;EP
SINGLES_COUNTRY_UND_JAZZ;S;MILLER, GLENN;In The Mood;B;;Swing;EP
SINGLES_COUNTRY_UND_JAZZ;S;MILLER, GLENN;In the Mood    ;A;;Swing;
SINGLES_COUNTRY_UND_JAZZ;S;MILLER, GLENN;Moonlight Serenade   ;A;;Swing;EP
SINGLES_COUNTRY_UND_JAZZ;S;MILLER, GLENN;Pennnsylvania 6 5000  ;B;;Swing;EP
SINGLES_COUNTRY_UND_JAZZ;S;MILLER, GLENN;St. Louis Blues-March    ;A;;Swing;
SINGLES_COUNTRY_UND_JAZZ;S;MILLER, GLENN;String Of Pearls;B;;Swing;
